Ax,Ay,Az, Gx,Gy,Gz
0.48,0.07,10.51, -0.10,0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,0.00,-0.01
0.49,0.05,10.50, -0.10,0.00,-0.01
0.48,0.05,10.54, -0.10,-0.00,-0.01
0.51,0.07,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.50, -0.10,0.00,-0.01
0.49,0.08,10.50, -0.10,0.00,-0.01
0.48,0.05,10.56, -0.10,0.00,-0.01
0.47,0.03,10.60, -0.10,-0.00,-0.01
0.49,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.07,10.50, -0.10,-0.00,-0.01
0.50,0.07,10.55, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.48,0.07,10.53, -0.10,0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.04,10.52, -0.10,-0.00,-0.01
0.50,0.05,10.51, -0.10,0.00,-0.01
0.50,0.04,10.53, -0.10,0.00,-0.01
0.51,0.05,10.54, -0.10,-0.00,-0.01
0.51,0.07,10.51, -0.10,0.00,-0.01
0.50,0.03,10.55, -0.10,0.00,-0.01
0.50,0.07,10.57, -0.10,-0.00,-0.01
0.50,0.08,10.54, -0.10,0.00,-0.01
0.50,0.07,10.55, -0.10,0.00,-0.01
0.50,0.07,10.58, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.54, -0.10,-0.00,-0.01
0.48,0.06,10.57, -0.10,-0.00,-0.01
0.49,0.04,10.64, -0.10,-0.00,-0.01
0.51,0.08,10.48, -0.10,-0.00,-0.01
0.51,0.05,10.46, -0.10,-0.00,-0.01
0.48,0.05,10.56, -0.10,-0.00,-0.01
0.49,0.06,10.56, -0.10,-0.00,-0.01
0.52,0.05,10.50, -0.10,0.00,-0.01
0.49,0.07,10.54, -0.10,0.00,-0.01
0.50,0.07,10.52, -0.10,0.00,-0.01
0.51,0.06,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.54, -0.10,0.00,-0.01
0.47,0.08,10.52, -0.10,-0.00,-0.01
0.48,0.06,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.50, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.51,0.04,10.51, -0.10,-0.00,-0.01
0.50,0.07,10.53, -0.10,0.00,-0.01
0.50,0.06,10.54, -0.10,0.00,-0.01
0.51,0.06,10.53, -0.10,-0.00,-0.01
0.49,0.08,10.50, -0.10,-0.00,-0.01
0.50,0.08,10.51, -0.10,-0.00,-0.01
0.50,0.05,10.52, -0.10,-0.00,-0.01
0.51,0.04,10.52, -0.10,-0.00,-0.01
0.47,0.06,10.54, -0.10,-0.00,-0.01
0.50,0.07,10.53, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.51, -0.10,-0.00,-0.01
0.51,0.04,10.51, -0.10,0.00,-0.01
0.50,0.05,10.54, -0.10,-0.00,-0.01
0.50,0.04,10.53, -0.10,-0.00,-0.01
0.50,0.03,10.55, -0.10,-0.00,-0.01
0.49,0.04,10.52, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,0.00,-0.01
0.50,0.06,10.52, -0.10,0.00,-0.01
0.48,0.03,10.52, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,-0.00,-0.01
0.51,0.08,10.54, -0.10,-0.00,-0.01
0.50,0.07,10.52, -0.10,-0.00,-0.01
0.49,0.06,10.50, -0.10,-0.00,-0.01
0.51,0.06,10.52, -0.10,0.00,-0.01
0.51,0.07,10.57, -0.10,-0.00,-0.01
0.51,0.06,10.51, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.05,10.56, -0.10,-0.00,-0.01
0.49,0.05,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.48, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,0.00,-0.01
0.49,0.08,10.55, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.07,10.55, -0.10,-0.00,-0.01
0.50,0.08,10.56, -0.10,-0.00,-0.01
0.50,0.07,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.51, -0.10,-0.00,-0.01
0.48,0.05,10.52, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.49,0.07,10.56, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.06,10.50, -0.10,-0.00,-0.01
0.51,0.07,10.52, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.52, -0.10,-0.00,-0.01
0.51,0.05,10.53, -0.10,-0.00,-0.01
0.49,0.06,10.54, -0.10,-0.00,-0.01
0.48,0.06,10.52, -0.10,-0.00,-0.01
0.52,0.05,10.53, -0.10,0.00,-0.01
0.50,0.05,10.52, -0.10,-0.00,-0.01
0.49,0.04,10.55, -0.10,-0.00,-0.01
0.48,0.04,10.50, -0.10,-0.00,-0.01
0.51,0.04,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.53, -0.10,-0.00,-0.01
0.48,0.07,10.51, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.49,0.05,10.51, -0.10,-0.00,-0.01
0.51,0.06,10.51, -0.10,-0.00,-0.01
0.52,0.06,10.54, -0.10,0.00,-0.01
0.51,0.07,10.55, -0.10,0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.51, -0.10,-0.00,-0.01
0.50,0.06,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.51, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.52,0.05,10.54, -0.10,0.00,-0.01
0.52,0.06,10.54, -0.10,-0.00,-0.01
0.50,0.06,10.53, -0.10,-0.00,-0.01
0.50,0.07,10.54, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.51, -0.10,-0.00,-0.01
0.51,0.07,10.49, -0.10,0.00,-0.01
0.50,0.08,10.53, -0.10,0.00,-0.01
0.49,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.49,0.07,10.54, -0.10,-0.00,-0.01
0.50,0.05,10.54, -0.10,-0.00,-0.01
0.49,0.06,10.50, -0.10,-0.00,-0.01
0.49,0.07,10.51, -0.10,0.00,-0.01
0.51,0.06,10.51, -0.10,0.00,-0.01
0.52,0.05,10.49, -0.10,0.00,-0.01
0.52,0.06,10.55, -0.10,-0.00,-0.01
0.49,0.05,10.55, -0.10,-0.00,-0.01
0.49,0.06,10.50, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.08,10.51, -0.10,0.00,-0.01
0.50,0.06,10.55, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.05,10.52, -0.10,-0.00,-0.01
0.48,0.05,10.54, -0.10,-0.00,-0.01
0.48,0.08,10.51, -0.10,-0.00,-0.01
0.48,0.06,10.55, -0.10,-0.00,-0.01
0.50,0.07,10.55, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.52,0.06,10.52, -0.10,0.00,-0.01
0.50,0.05,10.55, -0.10,0.00,-0.01
0.51,0.04,10.54, -0.10,0.00,-0.01
0.50,0.05,10.50, -0.10,-0.00,-0.01
0.50,0.06,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.48,0.06,10.52, -0.10,0.00,-0.01
0.51,0.05,10.51, -0.10,0.00,-0.01
0.50,0.08,10.52, -0.10,-0.00,-0.01
0.50,0.09,10.52, -0.10,-0.00,-0.01
0.51,0.06,10.56, -0.10,0.00,-0.01
0.51,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.55, -0.10,-0.00,-0.01
0.51,0.06,10.55, -0.10,0.00,-0.01
0.49,0.05,10.54, -0.10,-0.00,-0.01
0.50,0.06,10.51, -0.10,-0.00,-0.01
0.50,0.05,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.51, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.05,10.53, -0.10,0.00,-0.01
0.50,0.06,10.53, -0.10,0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.04,10.50, -0.10,-0.00,-0.01
0.51,0.06,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.05,10.53, -0.10,-0.00,-0.01
0.50,0.07,10.54, -0.10,-0.00,-0.01
0.51,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.53, -0.10,-0.00,-0.01
0.51,0.08,10.50, -0.10,-0.00,-0.01
0.51,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.55, -0.10,-0.00,-0.01
0.48,0.06,10.53, -0.10,-0.00,-0.01
0.49,0.05,10.51, -0.10,0.00,-0.01
0.51,0.04,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.51, -0.10,0.00,-0.01
0.50,0.08,10.53, -0.10,0.00,-0.01
0.49,0.07,10.50, -0.10,-0.00,-0.01
0.49,0.06,10.55, -0.10,0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.52,0.06,10.51, -0.10,-0.00,-0.01
0.49,0.07,10.54, -0.10,0.00,-0.01
0.50,0.04,10.55, -0.10,-0.00,-0.01
0.52,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.04,10.52, -0.10,-0.00,-0.01
0.49,0.05,10.54, -0.10,-0.00,-0.01
0.49,0.06,10.51, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.51,0.05,10.51, -0.10,-0.00,-0.01
0.51,0.04,10.49, -0.10,0.00,-0.01
0.50,0.06,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.53,0.08,10.52, -0.10,-0.00,-0.01
0.50,0.09,10.53, -0.10,0.00,-0.01
0.48,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.07,10.52, -0.10,-0.00,-0.01
0.49,0.06,10.54, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.49,0.07,10.52, -0.10,-0.00,-0.01
0.51,0.06,10.55, -0.10,-0.00,-0.01
0.51,0.07,10.55, -0.10,-0.00,-0.01
0.51,0.04,10.55, -0.10,-0.00,-0.01
0.50,0.05,10.53, -0.10,-0.00,-0.01
0.50,0.04,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.54, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.51,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.50,0.06,10.55, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,-0.00,-0.01
0.51,0.05,10.52, -0.10,-0.00,-0.01
0.51,0.07,10.52, -0.10,0.00,-0.01
0.50,0.07,10.54, -0.10,0.00,-0.01
0.52,0.05,10.56, -0.10,0.00,-0.01
0.53,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.53, -0.10,-0.00,-0.01
0.52,0.08,10.51, -0.10,0.00,-0.01
0.48,0.05,10.56, -0.10,-0.00,-0.01
0.49,0.07,10.53, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.51, -0.10,-0.00,-0.01
0.50,0.06,10.52, -0.10,0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.50,0.07,10.52, -0.10,-0.00,-0.01
0.51,0.04,10.52, -0.10,-0.00,-0.01
0.49,0.05,10.51, -0.10,-0.00,-0.01
0.50,0.07,10.51, -0.10,0.00,-0.01
0.50,0.08,10.51, -0.10,0.00,-0.01
0.50,0.05,10.51, -0.10,-0.00,-0.01
0.50,0.05,10.52, -0.10,0.00,-0.01
0.51,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.09,10.53, -0.10,-0.00,-0.01
0.50,0.07,10.55, -0.10,-0.00,-0.01
0.49,0.04,10.54, -0.10,-0.00,-0.01
0.52,0.06,10.52, -0.10,0.00,-0.01
0.51,0.06,10.49, -0.10,-0.00,-0.01
0.52,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.05,10.54, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.51, -0.10,0.00,-0.01
0.51,0.05,10.55, -0.10,0.00,-0.01
0.51,0.04,10.56, -0.10,-0.00,-0.01
0.50,0.07,10.56, -0.10,-0.00,-0.01
0.52,0.06,10.52, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.55, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.49,0.06,10.51, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,-0.00,-0.01
0.49,0.04,10.55, -0.10,-0.00,-0.01
0.50,0.05,10.52, -0.10,0.00,-0.01
0.50,0.08,10.53, -0.10,0.00,-0.01
0.51,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.06,10.56, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.52, -0.10,0.00,-0.01
0.50,0.06,10.50, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.50,0.04,10.52, -0.10,0.00,-0.01
0.51,0.06,10.55, -0.10,-0.00,-0.01
0.48,0.07,10.52, -0.10,-0.00,-0.01
0.50,0.07,10.53, -0.10,-0.00,-0.01
0.49,0.06,10.53, -0.10,0.00,-0.01
0.49,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.06,10.53, -0.10,-0.00,-0.01
0.49,0.06,10.51, -0.10,-0.00,-0.01
0.50,0.06,10.50, -0.10,-0.00,-0.01
0.49,0.06,10.55, -0.10,-0.00,-0.01
0.49,0.05,10.54, -0.10,-0.00,-0.01
0.49,0.07,10.54, -0.10,-0.00,-0.01
0.52,0.06,10.55, -0.10,-0.00,-0.01
0.51,0.06,10.54, -0.10,-0.00,-0.01
0.48,0.04,10.55, -0.10,-0.00,-0.01
0.49,0.05,10.52, -0.10,-0.00,-0.01
0.49,0.07,10.51, -0.10,-0.00,-0.01
0.49,0.06,10.52, -0.10,-0.00,-0.01
0.47,0.07,10.53, -0.10,0.00,-0.01
0.49,0.05,10.54, -0.10,0.00,-0.01
0.50,0.05,10.55, -0.10,0.00,-0.01
0.51,0.05,10.53, -0.10,-0.00,-0.01
0.50,0.04,10.54, -0.10,-0.00,-0.01
0.51,0.07,10.53, -0.10,-0.00,-0.01
0.48,0.07,10.49, -0.10,-0.00,-0.01
0.50,0.05,10.53, -0.10,0.00,-0.01
0.50,0.06,10.57, -0.10,0.00,-0.01
0.50,0.05,10.54, -0.10,0.00,-0.01
0.50,0.06,10.52, -0.10,-0.00,-0.01
0.50,0.04,10.52, -0.10,0.00,-0.01
0.51,0.05,10.54, -0.10,0.00,-0.01
0.52,0.06,10.54, -0.10,0.00,-0.01
0.51,0.07,10.48, -0.10,0.00,-0.01
0.51,0.03,10.54, -0.10,0.00,-0.01
0.48,0.06,10.55, -0.10,0.00,-0.01
0.49,0.06,10.53, -0.10,0.00,-0.01
0.51,0.07,10.52, -0.10,0.00,-0.01
0.50,0.06,10.49, -0.10,0.00,-0.01
0.51,0.06,10.51, -0.10,0.00,-0.01
0.50,0.04,10.53, -0.10,0.00,-0.01
0.50,0.07,10.53, -0.10,0.00,-0.01
0.48,0.03,10.52, -0.10,0.00,-0.01
0.50,0.03,10.56, -0.10,0.00,-0.01
0.49,0.07,10.55, -0.10,0.00,-0.01
0.49,0.06,10.54, -0.10,0.00,-0.01
0.48,0.04,10.54, -0.10,0.00,-0.01
0.47,0.06,10.58, -0.10,-0.00,-0.01
0.51,0.09,10.50, -0.10,-0.00,-0.01
0.49,0.05,10.50, -0.10,-0.00,-0.01
0.47,0.05,10.59, -0.10,-0.00,-0.01
0.48,0.03,10.64, -0.10,-0.01,-0.01
0.48,0.02,10.56, -0.10,-0.01,-0.01
0.51,0.04,10.51, -0.10,-0.01,-0.01
0.51,0.03,10.61, -0.10,-0.01,-0.01
0.50,0.05,10.62, -0.09,-0.01,-0.01
0.49,0.04,10.60, -0.09,-0.02,-0.01
0.52,0.05,10.55, -0.09,-0.02,-0.01
0.51,0.07,10.45, -0.09,-0.02,-0.01
0.52,0.09,10.38, -0.09,-0.01,-0.01
0.52,0.08,10.37, -0.10,-0.01,-0.01
0.51,0.09,10.47, -0.10,-0.00,-0.01
0.51,0.05,10.58, -0.10,-0.00,-0.01
0.53,0.08,10.50, -0.10,-0.00,-0.01
0.53,0.07,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.62, -0.10,-0.00,-0.01
0.52,0.07,10.48, -0.10,-0.00,-0.01
0.53,0.06,10.49, -0.10,0.00,-0.01
0.50,0.06,10.57, -0.10,-0.00,-0.01
0.51,0.06,10.51, -0.10,-0.00,-0.01
0.52,0.07,10.49, -0.10,0.00,-0.01
0.50,0.07,10.58, -0.10,-0.00,-0.01
0.51,0.07,10.49, -0.10,-0.00,-0.01
0.53,0.08,10.50, -0.10,0.00,-0.01
0.52,0.06,10.56, -0.10,-0.00,-0.01
0.52,0.07,10.50, -0.10,-0.00,-0.01
0.51,0.07,10.51, -0.10,-0.00,-0.01
0.50,0.06,10.56, -0.10,-0.00,-0.01
0.52,0.07,10.50, -0.10,-0.00,-0.01
0.53,0.05,10.49, -0.10,0.00,-0.01
0.52,0.04,10.52, -0.10,0.00,-0.01
0.50,0.09,10.50, -0.10,-0.00,-0.01
0.49,0.09,10.53, -0.10,0.00,-0.01
0.52,0.05,10.56, -0.10,-0.00,-0.01
0.50,0.07,10.51, -0.10,-0.00,-0.01
0.50,0.07,10.50, -0.10,0.00,-0.01
0.50,0.06,10.56, -0.10,-0.00,-0.01
0.50,0.06,10.50, -0.10,-0.00,-0.01
0.51,0.05,10.53, -0.10,0.00,-0.01
0.51,0.03,10.53, -0.10,-0.00,-0.01
0.52,0.06,10.53, -0.10,-0.00,-0.01
0.51,0.04,10.51, -0.10,-0.00,-0.01
0.52,0.06,10.56, -0.10,-0.00,-0.01
0.51,0.06,10.53, -0.10,-0.00,-0.01
0.52,0.08,10.52, -0.10,0.00,-0.01
0.52,0.08,10.52, -0.10,0.00,-0.01
0.51,0.08,10.51, -0.10,-0.00,-0.01
0.50,0.06,10.54, -0.10,0.00,-0.01
0.51,0.04,10.53, -0.10,-0.00,-0.01
0.51,0.06,10.51, -0.10,-0.00,-0.01
0.52,0.07,10.50, -0.10,-0.00,-0.01
0.51,0.06,10.54, -0.10,-0.00,-0.01
0.51,0.07,10.51, -0.10,-0.00,-0.01
0.52,0.06,10.52, -0.10,-0.00,-0.01
0.93,-0.55,10.46, -0.04,0.04,-0.06
1.27,-0.85,10.19, -0.00,0.07,-0.58
1.13,-0.19,10.99, -0.17,-0.04,-0.99
0.61,0.69,10.22, -0.05,-0.01,-0.94
-0.20,0.34,10.43, -0.12,-0.01,-0.72
-0.16,0.29,10.90, -0.09,-0.00,-0.44
-0.06,0.63,10.30, -0.11,-0.02,-0.16
0.45,0.09,10.42, -0.10,0.00,-0.02
0.48,0.00,10.83, -0.10,-0.00,-0.01
0.50,0.14,10.28, -0.10,-0.01,-0.01
0.50,0.06,10.43, -0.10,0.00,-0.01
0.51,0.00,10.76, -0.10,-0.00,-0.01
0.51,0.14,10.32, -0.10,-0.00,-0.01
0.51,0.03,10.52, -0.10,0.01,-0.01
0.49,0.01,10.73, -0.10,0.00,-0.01
0.50,0.16,10.38, -0.10,-0.00,-0.01
0.51,0.07,10.52, -0.10,0.00,-0.01
0.54,0.00,10.64, -0.10,-0.00,-0.01
0.50,0.13,10.37, -0.10,-0.00,-0.01
0.51,0.07,10.56, -0.10,0.00,-0.01
0.52,-0.00,10.62, -0.09,0.01,-0.01
0.50,0.11,10.43, -0.09,0.01,-0.01
0.49,0.09,10.57, -0.09,0.01,-0.01
0.51,0.01,10.61, -0.09,0.00,-0.01
0.50,0.08,10.44, -0.10,0.00,-0.01
0.49,0.11,10.56, -0.10,0.00,-0.01
0.52,0.06,10.61, -0.10,-0.00,-0.01
0.50,0.07,10.40, -0.11,-0.00,-0.01
0.51,0.08,10.56, -0.10,-0.00,-0.01
0.49,0.07,10.59, -0.10,-0.00,-0.01
0.50,0.08,10.42, -0.10,-0.00,-0.01
0.49,0.07,10.52, -0.10,0.00,-0.00
0.50,0.07,10.59, -0.10,0.00,-0.00
0.49,0.09,10.48, -0.10,0.01,-0.00
0.47,0.07,10.54, -0.10,0.01,-0.00
0.49,0.07,10.57, -0.10,0.01,-0.00
0.53,0.03,10.51, -0.10,0.01,-0.01
0.50,0.07,10.54, -0.09,0.02,-0.01
0.54,0.04,10.57, -0.09,0.03,-0.02
0.64,0.03,10.51, -0.08,0.05,-0.06
0.61,0.06,10.47, -0.08,0.08,-0.11
0.50,0.05,10.65, -0.07,0.08,-0.15
0.53,0.10,10.54, -0.06,0.07,-0.15
0.03,0.14,10.47, -0.07,0.07,-0.10
0.31,0.11,10.48, -0.06,0.01,0.01
0.24,0.13,10.47, -0.08,0.03,0.06
0.31,0.17,10.41, -0.10,0.02,0.11
0.36,0.11,10.53, -0.12,0.01,0.14
0.35,0.06,10.57, -0.13,0.00,0.16
0.42,0.09,10.50, -0.13,0.02,0.18
0.42,0.07,10.60, -0.12,0.04,0.18
0.51,-0.00,10.47, -0.12,0.07,0.18
0.76,-0.01,10.45, -0.12,0.12,0.12
0.70,0.21,10.49, -0.12,0.17,0.04
0.41,0.12,10.59, -0.13,0.24,0.01
0.23,0.02,10.55, -0.12,0.19,0.02
0.32,0.06,10.54, -0.11,0.11,0.02
0.35,0.11,10.62, -0.11,0.11,0.00
0.30,0.08,10.56, -0.10,0.14,-0.00
0.28,0.06,10.48, -0.10,0.16,0.00
0.25,0.06,10.51, -0.10,0.16,0.01
0.25,0.05,10.53, -0.11,0.18,0.03
0.22,0.07,10.49, -0.11,0.23,0.04
0.11,0.02,10.54, -0.12,0.26,0.06
0.12,0.02,10.52, -0.13,0.26,0.08
0.07,0.03,10.50, -0.12,0.24,0.09
0.06,0.06,10.55, -0.11,0.19,0.08
0.04,0.06,10.50, -0.10,0.15,0.07
0.04,0.07,10.49, -0.10,0.14,0.07
-0.01,0.04,10.56, -0.09,0.13,0.07
0.01,0.08,10.56, -0.09,0.14,0.07
0.05,0.09,10.49, -0.09,0.17,0.06
-0.01,0.07,10.49, -0.10,0.20,0.05
-0.06,0.06,10.52, -0.10,0.19,0.05
-0.04,0.06,10.52, -0.09,0.21,0.05
-0.05,0.04,10.63, -0.07,0.25,0.04
-0.17,0.07,10.52, -0.07,0.29,0.04
-0.28,0.06,10.37, -0.09,0.26,0.03
-0.29,0.05,10.47, -0.09,0.21,0.03
-0.21,0.10,10.59, -0.10,0.21,0.03
-0.14,0.14,10.63, -0.12,0.27,0.02
-0.24,0.11,10.61, -0.14,0.37,0.01
-0.41,0.05,10.64, -0.14,0.45,0.02
-0.43,-0.01,10.54, -0.12,0.45,0.02
-0.53,-0.08,10.43, -0.09,0.44,0.03
-0.62,-0.05,10.53, -0.08,0.44,0.05
-0.64,0.11,10.49, -0.08,0.43,0.06
-0.70,0.10,10.48, -0.09,0.44,0.06
-0.93,0.03,10.51, -0.10,0.46,0.08
-0.76,0.15,10.54, -0.11,0.51,0.09
-0.98,0.10,10.46, -0.12,0.59,0.10
-1.00,0.02,10.49, -0.12,0.66,0.12
-0.82,0.06,10.41, -0.12,0.70,0.12
-0.91,0.12,10.43, -0.11,0.73,0.11
-1.10,0.09,10.52, -0.10,0.76,0.09
-1.38,0.09,10.44, -0.10,0.82,0.10
-1.52,0.07,10.39, -0.11,0.91,0.12
-1.42,0.11,10.36, -0.12,0.97,0.13
-1.48,0.13,10.22, -0.12,0.99,0.12
-1.71,0.10,10.11, -0.13,0.97,0.11
-1.81,0.08,10.14, -0.13,0.93,0.10
-1.83,0.13,10.03, -0.12,0.88,0.09
-1.98,0.15,10.01, -0.12,0.80,0.06
-2.09,0.13,10.06, -0.11,0.72,0.04
-2.09,0.17,10.00, -0.11,0.68,0.02
-2.22,0.16,10.07, -0.10,0.66,-0.01
-2.39,0.11,10.03, -0.09,0.66,-0.03
-2.43,0.11,10.02, -0.09,0.69,-0.05
-2.51,0.09,10.03, -0.09,0.74,-0.07
-2.64,0.05,10.09, -0.10,0.79,-0.07
-2.73,0.04,10.10, -0.09,0.84,-0.07
-2.84,0.02,10.00, -0.08,0.88,-0.07
-2.94,0.02,9.90, -0.08,0.91,-0.06
-3.00,0.06,9.81, -0.07,0.93,-0.06
-3.11,0.08,9.79, -0.07,0.96,-0.06
-3.28,0.05,9.68, -0.07,0.99,-0.06
-3.37,-0.07,9.58, -0.06,1.00,-0.07
-3.51,-0.06,9.40, -0.06,0.96,-0.08
-3.52,-0.08,9.28, -0.05,0.85,-0.09
-3.44,-0.25,9.25, -0.01,0.68,-0.12
-3.82,-0.09,9.06, 0.01,0.51,-0.15
-3.95,0.12,9.04, 0.02,0.37,-0.14
-3.99,0.15,9.08, 0.02,0.25,-0.15
-4.02,0.25,9.11, 0.01,0.16,-0.15
-3.95,0.20,9.33, 0.00,0.13,-0.16
-3.94,0.12,9.45, 0.00,0.16,-0.16
-3.99,0.20,9.53, -0.01,0.25,-0.16
-4.12,0.39,9.47, -0.02,0.38,-0.14
-4.17,0.40,9.46, -0.04,0.52,-0.09
-4.11,0.28,9.46, -0.06,0.66,-0.07
-4.09,0.19,9.35, -0.07,0.78,-0.05
-4.28,0.16,9.28, -0.07,0.84,-0.05
-4.29,0.18,9.07, -0.08,0.86,-0.04
-4.46,0.13,8.94, -0.07,0.83,-0.05
-4.38,0.13,8.97, -0.05,0.77,-0.06
-4.70,0.06,8.85, -0.06,0.77,-0.06
-4.84,0.10,8.86, -0.07,0.81,-0.05
-4.79,0.11,8.81, -0.08,0.86,-0.04
-4.86,0.12,8.72, -0.08,0.89,-0.03
-4.97,0.14,8.63, -0.09,0.90,-0.04
-5.09,0.16,8.50, -0.08,0.88,-0.04
-5.22,0.11,8.41, -0.08,0.83,-0.05
-5.13,0.33,8.42, -0.07,0.77,-0.04
-5.32,0.31,8.35, -0.07,0.73,-0.04
-5.41,0.17,8.38, -0.07,0.72,-0.04
-5.38,0.13,8.30, -0.08,0.76,-0.04
-5.49,0.17,8.23, -0.08,0.79,-0.04
-5.66,0.15,8.14, -0.09,0.78,-0.04
